driver_active_count,driver_completed_count,driver_declined_count,driver_failed_count,driver_avg_rating,driver_total_ratings,driver_points,customer_total_orders,customer_points,order_hour,order_day_of_week,order_type,dropoff_city,payment_method,label
0,133,16,3,3.6,3,779,19,221,7,1,package,bethlehem,cash,0
0,56,5,4,3.8,30,204,11,356,17,1,food,jerusalem,cash,0
0,131,25,6,3.8,25,287,50,105,22,3,package,nablus,cash,0
2,114,27,8,3.1,79,110,49,439,22,3,food,tel aviv,cash,0
0,42,2,16,3.5,26,660,67,360,9,3,package,nablus,cash,0
0,47,22,7,5.0,42,380,47,148,20,6,food,haifa,cash,0
1,84,13,14,5.0,41,394,36,217,7,5,food,haifa,cash,0
0,165,26,13,3.9,40,202,25,50,9,4,online,haifa,cash,0
1,31,28,5,3.7,24,18,0,472,20,0,food,haifa,cash,0
0,86,41,0,4.4,12,849,53,308,23,0,food,bethlehem,cash,1
0,156,3,12,3.4,58,124,47,105,17,3,package,jerusalem,cash,1
0,176,27,7,4.4,24,741,47,550,10,2,food,tel aviv,cash,0
0,77,4,8,4.3,78,715,21,141,10,0,package,jerusalem,cash,1
2,149,26,14,3.7,66,540,30,591,11,6,food,haifa,cash,0
2,23,16,9,2.3,11,675,26,79,22,1,package,haifa,cash,0
0,55,29,12,3.4,6,348,26,540,7,5,food,tel aviv,cash,0
3,39,32,3,4.4,14,463,65,207,21,5,package,nablus,cash,0
1,175,19,18,4.1,18,472,13,112,20,1,food,haifa,cash,0
1,169,33,14,4.7,15,441,27,154,7,3,food,haifa,cash,0
0,69,23,3,4.0,48,749,54,198,8,3,online,haifa,cash,1
1,155,31,16,3.3,6,224,14,54,15,4,food,bethlehem,cash,0
1,57,39,12,2.6,6,225,34,507,10,2,food,jerusalem,cash,0
0,152,18,0,5.0,64,756,39,244,16,5,package,nablus,cash,1
1,36,0,15,3.2,1,181,33,78,17,3,food,tel aviv,cash,0
1,0,31,7,0.0,0,838,2,580,22,4,online,haifa,cash,0
0,37,6,3,2.7,21,558,32,498,23,1,food,bethlehem,cash,1
0,85,33,15,4.6,66,745,2,151,16,5,food,haifa,cash,0
2,7,15,18,2.7,6,198,48,110,18,3,online,tel aviv,cash,0
1,89,21,12,5.0,35,316,24,42,15,5,online,tel aviv,cash,0
0,116,36,11,3.3,1,477,19,535,20,6,online,jerusalem,cash,0
0,75,0,14,4.2,36,845,15,54,16,0,package,ramallah,cash,0
3,64,8,11,3.4,64,158,11,277,7,0,package,haifa,cash,0
3,56,2,15,2.9,15,831,49,432,9,2,package,bethlehem,cash,0
2,144,27,10,4.2,17,138,53,567,16,1,package,haifa,cash,0
0,46,24,13,3.4,33,452,40,515,21,4,food,haifa,cash,0
0,107,26,14,5.0,71,90,17,309,20,3,package,haifa,cash,0
2,100,8,12,4.6,59,826,66,471,16,0,food,bethlehem,cash,0
1,152,6,9,4.6,42,598,65,54,10,2,food,haifa,cash,0
0,57,43,4,3.7,19,736,0,496,22,1,online,nablus,cash,0
0,154,7,16,4.5,26,517,56,400,7,1,food,jerusalem,cash,1
2,60,34,8,4.1,56,879,15,442,22,1,package,ramallah,cash,0
0,130,44,17,4.1,61,602,63,376,14,1,food,tel aviv,cash,0
0,106,27,4,5.0,58,123,49,11,10,3,package,nablus,cash,1
3,90,8,14,4.0,58,366,64,515,21,0,online,nablus,cash,0
0,38,22,18,5.0,8,285,38,403,12,5,online,jerusalem,cash,1
0,129,42,16,3.6,41,598,51,69,12,4,package,ramallah,cash,1
2,173,30,10,3.9,30,107,22,393,10,3,food,jerusalem,cash,0
2,9,4,14,3.4,9,178,41,110,15,0,food,jerusalem,cash,0
2,64,31,14,3.9,28,206,20,444,13,1,food,nablus,cash,0
0,171,6,6,4.9,17,417,69,73,7,5,food,bethlehem,cash,1
3,90,22,17,3.9,8,449,54,385,22,4,food,tel aviv,cash,0
0,30,31,7,3.5,34,296,32,399,16,0,food,bethlehem,cash,0
3,147,15,16,4.8,64,319,51,58,9,4,food,haifa,cash,0
1,7,2,10,2.9,3,142,26,560,15,5,online,ramallah,cash,0
1,18,36,1,4.6,2,426,10,564,14,3,online,jerusalem,cash,0
0,9,31,16,2.9,5,870,29,21,8,0,package,nablus,cash,0
1,175,1,17,4.6,49,784,48,128,19,5,food,bethlehem,cash,0
1,30,39,11,3.5,21,237,11,10,10,3,online,tel aviv,cash,0
0,14,4,1,3.6,5,289,5,321,14,6,food,nablus,cash,1
0,168,7,2,4.7,69,832,45,225,19,3,package,tel aviv,cash,1
3,167,15,16,5.0,40,714,69,515,16,6,package,bethlehem,cash,0
2,20,13,4,3.7,16,215,15,381,22,2,package,nablus,cash,0
1,116,7,0,5.0,4,276,35,393,21,5,food,tel aviv,cash,1
1,4,24,12,3.6,3,441,68,53,19,3,food,haifa,cash,0
0,86,16,18,4.7,3,349,55,437,7,4,online,haifa,cash,0
1,173,18,17,4.2,73,266,20,390,19,5,food,bethlehem,cash,0
4,174,17,2,3.2,69,302,43,584,15,6,food,jerusalem,cash,0
0,167,38,0,3.7,72,867,22,454,15,6,package,haifa,cash,1
0,122,40,17,3.3,7,593,10,283,8,2,food,ramallah,cash,0
0,70,16,15,4.7,22,50,29,117,12,2,food,ramallah,cash,0
2,81,2,17,5.0,7,731,33,263,21,4,online,bethlehem,cash,1
0,60,22,3,4.2,56,208,41,584,8,4,online,nablus,cash,1
1,36,1,10,3.9,23,343,52,383,20,2,food,nablus,cash,0
3,11,18,4,0.0,0,108,27,320,12,2,online,jerusalem,cash,0
4,38,24,2,1.5,14,645,70,428,8,5,food,ramallah,cash,0
0,134,33,14,3.4,24,856,37,249,22,5,online,jerusalem,cash,0
1,29,44,7,3.3,26,517,9,370,17,5,food,ramallah,cash,0
2,32,34,7,4.2,26,690,17,266,14,4,package,ramallah,cash,0
1,107,32,4,4.7,80,184,58,15,9,3,package,jerusalem,cash,1
2,25,8,1,0.0,0,706,21,74,22,5,package,bethlehem,cash,0
2,178,35,7,4.1,15,344,43,110,11,3,package,haifa,cash,0
2,104,40,14,4.2,55,137,23,521,18,3,food,nablus,cash,0
0,166,29,12,5.0,22,520,35,99,18,5,online,bethlehem,cash,1
0,148,32,13,4.2,49,146,5,215,23,4,package,jerusalem,cash,0
0,88,18,5,4.7,35,498,56,229,17,0,online,bethlehem,cash,0
0,170,17,4,5.0,70,28,5,552,10,1,package,bethlehem,cash,1
1,52,18,18,2.9,28,533,16,464,7,2,food,ramallah,cash,0
0,110,31,8,5.0,17,119,45,80,10,3,online,nablus,cash,0
1,129,21,8,4.4,65,688,9,322,17,1,online,jerusalem,cash,0
3,48,35,1,4.3,40,385,28,200,23,2,package,jerusalem,cash,0
4,33,12,2,3.7,13,3,55,68,22,2,package,tel aviv,cash,0
1,176,16,12,3.9,30,672,23,307,8,3,online,tel aviv,cash,0
1,161,25,11,3.8,37,98,28,115,22,6,online,ramallah,cash,0
0,169,27,3,4.1,40,407,16,495,17,1,package,ramallah,cash,0
0,74,17,16,3.6,52,62,41,267,14,0,online,ramallah,cash,0
1,66,3,8,3.4,28,315,57,419,20,3,package,ramallah,cash,1
1,156,21,4,5.0,2,739,2,388,10,4,online,tel aviv,cash,1
1,12,33,6,4.9,6,405,29,297,9,5,package,bethlehem,cash,0
2,63,0,1,3.9,67,104,64,407,13,4,package,ramallah,cash,0
0,58,40,7,4.2,15,410,16,276,16,0,food,haifa,cash,0
0,3,34,4,2.8,6,198,39,331,20,0,food,bethlehem,cash,0
1,25,16,18,3.2,9,416,35,494,21,1,package,haifa,cash,0
2,100,23,17,4.6,57,229,3,406,22,5,package,jerusalem,cash,0
2,79,21,4,4.5,10,885,62,255,10,5,package,ramallah,cash,1
2,145,14,1,4.6,32,421,39,345,23,5,online,ramallah,cash,0
2,1,17,6,2.6,6,667,30,329,20,6,package,nablus,cash,0
1,108,44,2,4.5,1,165,66,124,9,0,online,bethlehem,cash,1
1,43,40,16,4.3,47,9,37,120,20,3,food,jerusalem,cash,0
1,82,39,11,3.7,21,144,37,535,15,4,online,nablus,cash,0
3,118,13,10,5.0,17,485,1,325,15,3,online,bethlehem,cash,0
2,179,12,6,5.0,68,469,42,96,7,2,package,jerusalem,cash,1
1,162,35,7,4.9,1,840,54,598,9,2,online,tel aviv,cash,0
0,138,41,6,4.2,19,105,27,286,15,4,online,ramallah,cash,1
4,147,37,8,4.0,78,172,0,237,19,2,food,bethlehem,cash,0
0,121,0,10,3.7,6,140,65,450,11,1,online,tel aviv,cash,1
1,30,15,17,3.5,24,858,66,324,23,6,package,haifa,cash,0
1,36,27,17,3.1,16,701,15,571,15,5,food,nablus,cash,0
2,119,42,11,3.3,27,195,48,383,18,6,food,jerusalem,cash,0
0,49,0,18,2.9,6,377,32,514,18,4,food,ramallah,cash,0
4,122,25,1,4.4,32,585,3,482,15,5,food,nablus,cash,0
0,165,34,3,4.6,3,627,19,181,22,5,package,tel aviv,cash,0
0,113,40,1,4.2,69,670,2,340,10,0,food,ramallah,cash,0
1,3,42,12,0.0,0,66,24,513,18,4,online,tel aviv,cash,0
2,70,38,6,5.0,52,177,0,318,21,0,food,tel aviv,cash,0
3,178,5,18,4.6,11,747,11,190,21,4,food,haifa,cash,0
3,95,29,2,4.6,31,315,24,135,13,5,food,jerusalem,cash,0
1,35,36,10,3.7,12,302,33,450,12,2,online,haifa,cash,0
2,164,33,14,4.9,21,37,49,159,18,2,package,bethlehem,cash,0
1,174,18,6,3.3,64,275,11,525,18,5,online,ramallah,cash,0
1,29,33,5,3.3,29,600,41,381,15,0,food,ramallah,cash,0
1,91,0,5,3.5,42,191,45,313,10,5,package,nablus,cash,1
2,147,44,13,5.0,60,854,31,258,21,4,food,ramallah,cash,0
0,10,14,16,3.8,13,410,3,167,19,2,package,nablus,cash,0
2,145,8,4,2.7,6,92,39,144,23,1,online,nablus,cash,0
3,168,9,6,4.2,38,878,26,447,21,0,package,tel aviv,cash,1
0,122,10,11,4.8,70,703,50,217,18,0,food,nablus,cash,0
0,24,24,4,4.4,29,289,54,403,14,6,package,nablus,cash,0
1,155,11,7,5.0,43,513,0,407,7,1,package,nablus,cash,0
0,54,19,13,3.5,24,291,39,396,13,0,food,ramallah,cash,0
2,41,25,16,3.2,29,825,10,354,20,1,food,haifa,cash,0
1,81,8,18,5.0,58,686,51,432,7,1,online,ramallah,cash,0
2,115,32,11,4.5,42,864,68,373,10,4,package,haifa,cash,0
0,172,5,4,4.4,75,629,58,445,19,6,package,bethlehem,cash,1
0,93,3,11,5.0,43,691,37,24,22,3,food,jerusalem,cash,1
1,114,20,9,5.0,76,544,50,254,20,0,package,haifa,cash,1
1,126,27,8,5.0,58,705,31,536,11,5,food,nablus,cash,0
1,37,38,3,3.2,5,309,54,410,18,0,food,haifa,cash,1
1,110,7,6,5.0,38,630,65,552,9,6,online,nablus,cash,0
0,121,13,13,4.2,23,619,51,185,18,4,online,jerusalem,cash,0
0,106,42,4,5.0,59,613,40,99,13,0,food,ramallah,cash,1
1,156,18,14,4.1,76,571,1,351,14,0,online,haifa,cash,0
2,127,13,17,5.0,49,261,51,33,21,6,package,tel aviv,cash,0
0,53,33,11,3.5,48,30,19,598,18,0,online,ramallah,cash,0
2,5,18,17,4.4,3,384,68,134,20,6,online,ramallah,cash,0
0,28,36,9,3.9,10,410,70,418,13,1,food,ramallah,cash,0
2,92,40,3,2.3,40,514,68,545,15,2,package,bethlehem,cash,0
1,115,10,5,0.0,0,545,42,475,16,6,package,ramallah,cash,0
1,105,12,0,3.8,17,82,52,23,20,3,package,bethlehem,cash,1
2,23,23,0,3.1,28,808,49,565,22,5,food,bethlehem,cash,0
3,61,11,15,3.8,25,31,26,591,18,5,food,ramallah,cash,0
1,45,29,16,4.4,38,857,42,163,21,1,online,bethlehem,cash,0
4,173,26,16,5.0,49,266,68,123,8,5,food,nablus,cash,0
1,101,2,11,4.7,65,644,56,438,8,2,package,ramallah,cash,0
2,43,23,13,4.9,9,215,33,99,10,5,food,haifa,cash,0
0,62,16,10,3.4,56,338,57,264,22,6,package,nablus,cash,0
1,6,14,11,3.0,11,162,39,486,23,2,food,tel aviv,cash,0
0,155,18,12,5.0,29,28,27,597,11,1,food,nablus,cash,1
1,132,25,15,5.0,21,601,64,321,23,5,package,haifa,cash,0
1,134,30,5,4.2,48,14,8,350,12,6,package,nablus,cash,1
1,30,41,6,2.8,29,12,67,233,15,4,food,tel aviv,cash,0
0,25,21,16,3.2,17,547,68,81,19,5,online,jerusalem,cash,0
2,62,16,5,4.2,31,181,5,272,23,1,package,bethlehem,cash,0
0,133,19,1,5.0,31,599,61,475,9,1,online,tel aviv,cash,1
0,122,7,14,5.0,25,612,62,307,9,1,package,nablus,cash,1
2,164,12,18,4.9,78,773,58,0,21,6,food,nablus,cash,0
1,45,21,16,4.4,18,888,68,254,22,5,online,haifa,cash,0
0,46,31,0,3.7,32,481,63,167,10,6,online,ramallah,cash,1
2,113,21,17,4.6,24,218,39,513,10,6,online,haifa,cash,0
0,53,36,4,2.8,12,784,50,175,16,4,food,nablus,cash,0
0,152,26,8,3.0,33,310,47,148,22,5,package,bethlehem,cash,0
2,108,36,12,0.0,0,780,51,56,21,2,online,haifa,cash,0
0,70,1,6,4.3,32,301,47,24,21,6,online,tel aviv,cash,1
1,55,39,16,4.4,17,333,61,481,13,6,package,bethlehem,cash,0
1,71,38,18,4.4,12,57,43,282,22,1,online,ramallah,cash,0
2,18,20,13,2.8,4,575,11,448,22,1,package,jerusalem,cash,0
3,5,8,2,3.0,5,873,46,456,16,5,online,bethlehem,cash,0
0,117,23,10,4.4,33,23,17,122,21,1,food,haifa,cash,0
1,135,3,16,5.0,72,447,4,516,8,6,package,ramallah,cash,0
2,85,40,2,5.0,72,115,68,162,16,4,online,ramallah,cash,0
2,18,43,13,4.1,14,462,19,338,13,6,online,ramallah,cash,0
0,102,36,9,4.9,49,437,19,265,20,0,package,bethlehem,cash,0
0,147,22,18,4.5,18,211,39,185,13,6,online,ramallah,cash,1
2,83,20,7,4.0,25,277,29,222,18,0,food,bethlehem,cash,0
3,96,1,14,5.0,26,389,6,457,10,6,food,ramallah,cash,0
2,44,32,18,4.1,7,500,45,324,10,0,food,ramallah,cash,0
3,65,32,3,4.5,2,7,48,430,18,3,food,bethlehem,cash,0
0,16,27,9,2.8,2,896,60,16,16,6,package,haifa,cash,0
1,36,15,5,2.7,8,531,19,143,17,0,online,nablus,cash,0
1,169,18,11,4.0,20,531,19,185,13,6,food,bethlehem,cash,0
3,78,25,11,4.4,33,636,41,29,22,1,food,jerusalem,cash,0
1,36,26,1,3.7,38,102,1,357,8,5,food,ramallah,cash,0
1,118,26,17,4.0,77,828,0,318,10,3,package,jerusalem,cash,0
1,171,45,3,4.6,73,132,18,230,18,4,food,haifa,cash,0
0,26,15,7,4.1,19,336,59,532,16,4,online,ramallah,cash,0
2,169,9,18,4.4,4,647,6,202,20,2,food,haifa,cash,0
0,60,10,12,2.7,61,495,44,192,8,6,food,nablus,cash,0
0,67,34,14,3.6,35,345,43,190,21,4,package,tel aviv,cash,0
0,87,33,8,3.6,46,436,3,556,10,5,online,ramallah,cash,1
0,75,8,11,2.6,55,887,64,186,10,4,package,jerusalem,cash,0
1,4,12,11,2.9,2,576,67,537,14,6,food,nablus,cash,1
2,95,10,3,4.6,79,733,19,553,23,1,online,tel aviv,cash,0
4,75,24,16,5.0,60,479,41,139,8,3,food,haifa,cash,0
0,142,42,9,4.2,78,773,52,143,15,5,food,jerusalem,cash,1
0,107,25,18,4.3,44,72,28,282,12,5,food,ramallah,cash,0
2,113,9,8,3.8,1,536,13,482,11,1,food,nablus,cash,0
3,18,21,8,2.9,1,390,32,115,21,1,package,jerusalem,cash,0
0,74,14,16,5.0,77,247,63,442,22,6,online,tel aviv,cash,0
1,163,32,10,4.0,32,365,10,13,15,2,package,nablus,cash,1
0,151,27,8,3.2,62,384,66,391,22,1,food,bethlehem,cash,1
1,24,7,7,3.1,21,726,53,403,10,4,online,nablus,cash,0
0,117,36,16,4.8,51,796,55,26,21,6,package,nablus,cash,1
2,74,26,0,3.2,32,367,44,360,17,0,food,nablus,cash,0
2,117,44,8,4.7,20,560,41,410,8,2,package,ramallah,cash,0
0,157,34,7,5.0,39,103,11,415,17,2,package,jerusalem,cash,1
1,67,45,15,5.0,56,172,41,16,19,1,online,tel aviv,cash,0
1,143,34,5,3.7,9,203,11,92,16,6,online,nablus,cash,0
3,90,25,4,4.9,13,897,37,583,17,4,package,tel aviv,cash,0
0,140,9,8,3.5,28,853,28,251,8,1,food,ramallah,cash,0
3,75,15,0,4.5,61,564,24,422,11,0,online,tel aviv,cash,1
2,66,45,11,3.4,33,441,47,373,19,5,online,bethlehem,cash,0
3,177,8,10,4.7,31,98,64,487,18,0,package,bethlehem,cash,0
2,179,41,17,3.5,28,476,34,588,18,5,online,tel aviv,cash,0
0,111,4,5,4.2,57,355,61,151,22,4,online,ramallah,cash,1
1,64,1,15,4.0,17,405,27,462,15,4,food,nablus,cash,0
0,36,34,18,0.0,0,624,6,366,23,3,package,tel aviv,cash,0
4,41,12,7,3.9,11,506,15,339,23,3,online,jerusalem,cash,0
0,104,24,15,4.3,43,187,12,318,19,6,online,nablus,cash,0
0,66,25,6,3.4,10,536,32,20,9,1,package,ramallah,cash,0
0,43,0,16,4.8,20,393,39,28,18,0,online,jerusalem,cash,0
1,158,31,5,5.0,44,158,47,587,13,5,food,tel aviv,cash,1
3,113,1,1,5.0,15,826,39,298,23,1,online,tel aviv,cash,1
4,127,12,4,5.0,43,561,49,458,12,0,online,bethlehem,cash,0
2,61,31,6,3.4,5,366,7,491,18,1,package,tel aviv,cash,0
1,144,36,17,4.0,69,138,57,202,17,4,online,jerusalem,cash,0
0,125,1,15,4.0,71,495,49,313,19,0,package,ramallah,cash,0
0,10,12,2,2.8,5,547,3,48,8,4,online,nablus,cash,0
1,175,27,16,3.5,22,520,47,45,8,6,food,haifa,cash,0
1,81,4,6,4.1,73,390,26,119,14,5,package,tel aviv,cash,0
3,99,14,11,4.3,51,45,19,145,17,1,food,nablus,cash,0
2,167,17,13,4.7,53,862,24,499,16,1,package,nablus,cash,0
2,178,28,4,3.8,28,72,14,118,19,0,online,nablus,cash,0
0,65,43,12,3.9,36,111,15,404,17,1,food,tel aviv,cash,0
1,32,33,1,4.6,6,114,29,38,22,1,food,bethlehem,cash,0
1,111,39,11,3.3,18,678,64,193,9,1,food,nablus,cash,0
1,87,16,5,4.7,25,659,7,400,7,1,food,bethlehem,cash,1
2,160,12,10,5.0,56,863,31,541,14,1,online,jerusalem,cash,0
1,28,43,2,3.8,1,633,21,329,17,0,food,bethlehem,cash,0
0,97,0,18,4.4,49,229,4,577,14,0,food,nablus,cash,0
1,175,39,12,4.0,30,699,62,256,19,2,online,ramallah,cash,0
0,92,14,4,5.0,22,263,20,376,21,4,package,tel aviv,cash,1
3,105,45,17,4.2,51,128,45,213,8,3,package,tel aviv,cash,0
0,99,29,11,5.0,51,251,27,195,21,3,package,ramallah,cash,0
1,164,19,6,5.0,60,111,69,463,20,2,package,bethlehem,cash,1
3,141,10,12,4.7,55,710,26,395,13,2,food,tel aviv,cash,0
0,102,36,6,5.0,40,479,31,133,11,5,package,nablus,cash,0
2,160,2,3,5.0,10,890,6,339,23,5,package,bethlehem,cash,0
1,78,4,11,4.4,40,597,57,486,11,1,package,tel aviv,cash,1
0,143,10,4,3.4,15,162,70,480,10,6,package,haifa,cash,0
2,37,28,3,3.6,8,390,60,388,10,5,online,tel aviv,cash,0
1,149,36,5,5.0,2,580,44,347,18,3,online,nablus,cash,0
3,76,43,12,3.8,14,809,25,328,11,4,food,tel aviv,cash,0
4,159,37,13,4.7,46,286,66,24,22,0,package,bethlehem,cash,0
4,78,16,14,3.8,43,41,34,469,14,5,food,nablus,cash,0
0,159,0,18,4.6,48,397,4,276,11,6,online,jerusalem,cash,0
2,87,8,11,5.0,70,197,62,288,20,3,package,bethlehem,cash,0
2,130,7,0,4.4,13,66,19,585,17,6,online,jerusalem,cash,0
0,87,39,2,4.7,80,892,58,338,7,5,food,jerusalem,cash,0
0,35,12,2,5.0,5,238,26,51,8,5,online,jerusalem,cash,0
1,121,12,15,4.4,23,480,36,62,23,1,package,nablus,cash,0
4,36,34,18,3.7,7,191,41,233,13,2,food,tel aviv,cash,0
0,73,13,13,3.9,44,753,30,543,23,5,online,ramallah,cash,1
3,16,31,11,2.6,1,81,57,12,9,0,package,tel aviv,cash,0
1,174,38,2,3.5,40,461,45,491,18,5,package,bethlehem,cash,0
2,150,10,1,3.6,52,815,51,474,13,1,package,haifa,cash,0
3,98,26,0,4.6,40,390,19,409,11,5,package,tel aviv,cash,0
0,47,13,3,4.2,30,22,63,401,11,4,online,tel aviv,cash,1
3,127,27,13,4.9,20,499,7,361,22,4,food,tel aviv,cash,0
1,74,9,7,4.4,63,13,39,162,22,4,package,nablus,cash,0
1,31,38,4,3.0,21,742,47,131,20,4,online,bethlehem,cash,0
3,106,15,6,5.0,29,649,60,287,21,2,food,jerusalem,cash,0
2,161,36,7,3.6,78,242,31,500,11,2,online,tel aviv,cash,0
0,37,39,10,2.3,31,745,34,68,10,3,package,bethlehem,cash,0
0,15,30,7,0.0,0,335,45,494,11,2,package,nablus,cash,0
4,137,12,6,4.7,76,619,15,302,17,4,package,ramallah,cash,0
0,96,27,0,4.5,26,667,53,80,16,1,online,bethlehem,cash,1
2,40,38,14,3.9,6,280,58,282,19,4,package,nablus,cash,0
3,4,7,1,3.1,8,851,48,563,11,2,package,tel aviv,cash,1
1,83,39,1,4.3,41,579,5,523,19,1,online,haifa,cash,1
0,38,6,16,4.3,15,365,43,83,9,1,package,jerusalem,cash,0
2,106,41,12,4.8,70,842,11,212,8,4,package,ramallah,cash,0
0,165,43,17,4.2,28,776,29,156,14,0,package,tel aviv,cash,0
0,162,42,12,4.4,37,504,3,424,17,3,online,haifa,cash,0
0,58,37,15,3.4,10,848,21,406,8,1,food,bethlehem,cash,0
1,142,23,16,4.1,25,772,32,342,16,2,online,nablus,cash,0
2,7,28,16,3.6,3,823,13,210,16,3,package,jerusalem,cash,0
0,77,23,14,4.4,80,235,32,222,13,4,online,nablus,cash,0
3,85,13,15,4.1,49,400,21,503,12,6,food,tel aviv,cash,0
1,27,0,0,0.0,0,280,0,310,9,4,online,tel aviv,cash,0
2,165,12,13,3.6,47,77,35,427,18,1,food,jerusalem,cash,0
0,67,29,6,5.0,3,178,1,115,16,1,food,jerusalem,cash,1
1,5,44,18,2.3,2,220,8,407,15,2,package,bethlehem,cash,0
4,119,26,5,5.0,73,788,35,288,20,6,food,ramallah,cash,0
2,48,15,14,3.3,41,45,55,572,15,6,package,jerusalem,cash,0
1,93,5,11,3.7,60,380,70,553,8,2,food,nablus,cash,1
0,119,22,9,4.2,63,691,69,417,19,2,package,tel aviv,cash,1
1,85,22,14,4.5,69,43,43,518,15,1,food,bethlehem,cash,0
2,146,8,6,4.1,50,83,53,114,12,6,online,haifa,cash,0
2,140,42,5,3.8,42,856,47,561,7,2,online,jerusalem,cash,0
0,104,44,3,4.4,58,159,24,0,18,5,food,bethlehem,cash,0
0,78,15,12,3.9,26,834,24,24,9,5,package,tel aviv,cash,1
0,174,4,2,4.3,15,432,45,412,12,6,food,tel aviv,cash,1
3,77,27,18,3.3,78,32,63,327,18,1,package,ramallah,cash,0
2,137,6,13,3.8,79,359,62,27,19,6,online,ramallah,cash,0
2,23,5,7,3.4,22,388,43,247,15,4,food,ramallah,cash,0
1,180,28,6,4.2,12,10,16,28,16,4,food,haifa,cash,0
1,70,44,18,4.0,68,599,15,529,12,3,food,bethlehem,cash,0
0,153,21,13,4.2,19,857,9,203,8,2,package,tel aviv,cash,0
0,96,2,9,5.0,43,505,29,455,12,6,food,ramallah,cash,0
1,154,36,0,3.7,46,813,55,21,11,1,food,tel aviv,cash,0
1,121,2,8,4.7,54,898,45,486,10,3,online,bethlehem,cash,1
2,22,36,5,3.7,14,675,69,382,7,1,food,jerusalem,cash,0
0,105,7,17,4.6,25,718,50,11,12,4,food,nablus,cash,0
3,135,0,9,4.7,17,327,31,491,15,4,food,bethlehem,cash,0
1,54,6,5,3.0,40,72,18,130,22,3,online,ramallah,cash,0
1,144,10,7,3.4,52,859,46,230,23,0,food,ramallah,cash,0
0,82,25,0,3.5,47,887,28,130,8,6,food,ramallah,cash,1
1,153,33,9,5.0,9,443,3,427,12,1,online,nablus,cash,1
1,71,25,8,3.8,43,334,39,481,8,2,online,tel aviv,cash,0
4,86,5,15,5.0,68,529,8,257,11,3,online,bethlehem,cash,0
1,80,20,7,4.7,44,343,66,421,23,1,package,bethlehem,cash,1
0,156,8,9,4.3,46,729,69,566,13,6,online,nablus,cash,1
0,74,40,7,4.6,43,508,47,251,12,0,online,bethlehem,cash,0
0,65,38,2,5.0,48,832,70,402,17,1,online,ramallah,cash,1
1,149,17,16,4.2,25,643,62,110,21,4,package,ramallah,cash,0
0,31,23,1,5.0,4,284,13,561,11,1,package,jerusalem,cash,1
0,10,42,18,3.0,3,283,36,440,20,1,food,nablus,cash,0
0,90,15,4,5.0,74,324,28,175,15,4,online,bethlehem,cash,0
2,23,36,8,4.7,3,226,30,470,7,1,food,bethlehem,cash,0
1,61,42,9,4.8,49,456,27,237,10,0,food,haifa,cash,1
0,38,24,12,4.1,17,447,67,350,21,3,package,nablus,cash,0
1,113,38,6,5.0,9,615,48,172,19,6,online,bethlehem,cash,0
3,70,15,9,3.5,48,24,31,66,18,3,food,haifa,cash,0
1,97,1,15,3.9,57,434,11,447,18,2,package,bethlehem,cash,0
3,40,10,7,2.9,41,200,4,390,15,3,package,haifa,cash,0
0,157,44,17,4.3,10,537,32,463,12,0,food,nablus,cash,0
1,104,19,5,5.0,29,586,22,295,12,1,package,haifa,cash,1
0,50,38,2,3.2,6,275,22,546,7,6,food,tel aviv,cash,1
2,136,11,7,5.0,41,525,2,512,12,1,online,haifa,cash,0
0,120,9,4,3.5,77,854,47,587,12,0,package,tel aviv,cash,0
0,28,45,7,4.3,2,0,36,471,12,5,food,ramallah,cash,0
1,119,41,16,4.7,77,591,51,257,19,4,online,ramallah,cash,0
1,9,13,2,3.7,5,422,48,384,22,1,food,bethlehem,cash,0
2,4,13,13,3.1,2,460,17,309,13,6,package,ramallah,cash,0
2,124,25,14,5.0,47,425,6,251,21,2,food,tel aviv,cash,0
0,119,24,13,3.9,37,363,65,564,8,2,package,haifa,cash,0
0,79,32,5,4.9,12,276,7,25,17,1,food,haifa,cash,0
1,156,29,11,5.0,36,376,6,529,19,2,food,ramallah,cash,0
1,170,35,18,5.0,19,676,56,273,23,0,package,ramallah,cash,0
0,100,14,1,4.1,1,136,24,428,19,2,food,bethlehem,cash,1
3,0,4,5,3.2,2,224,59,169,15,1,food,ramallah,cash,0
3,87,39,11,3.1,33,590,70,338,21,6,food,jerusalem,cash,0
0,71,38,7,3.6,2,521,38,510,23,5,online,tel aviv,cash,0
1,65,6,4,4.3,28,254,59,156,16,6,food,bethlehem,cash,0
0,145,21,9,3.2,20,678,8,321,19,3,package,nablus,cash,0
0,106,30,0,3.2,47,121,39,241,20,1,package,ramallah,cash,0
0,110,15,9,3.9,21,607,48,84,13,3,package,bethlehem,cash,1
3,109,31,2,5.0,19,52,0,482,11,4,online,jerusalem,cash,0
0,146,5,1,4.3,39,596,10,40,18,5,package,haifa,cash,1
1,68,37,9,4.3,67,73,36,141,22,0,food,ramallah,cash,0
2,127,38,7,3.9,4,166,60,463,23,0,food,nablus,cash,0
0,60,19,10,4.4,59,152,19,37,19,3,package,nablus,cash,1
2,38,4,9,2.8,20,445,52,125,21,1,food,jerusalem,cash,0
1,8,23,5,2.9,5,67,6,32,22,5,online,tel aviv,cash,0
1,168,25,10,4.4,41,674,40,580,22,3,package,tel aviv,cash,0
